id,area_sqft,bedrooms,bathrooms,parking,floor,property_type,location,city_tier,age_years,price_inr
3024,899,4,1,2,4,Independent House,Kanpur,tier2,2,5002000
3025,669,3,2,1,22,Penthouse,Bhubaneswar,tier3,26,1689000
3026,1444,4,3,1,15,Apartment,Nashik,tier3,20,3737000
3027,412,3,2,1,24,Villa,Kota,tier3,23,1789000
3028,1166,3,1,1,9,Penthouse,Agra,tier3,2,4487000
3029,1009,3,2,0,7,Villa,Bangalore,tier1,1,7722000
3030,889,2,2,2,21,Independent House,Nagpur,tier2,4,4065000
3031,2229,4,1,1,30,Independent House,Indore,tier2,9,8662000
3032,398,3,2,1,0,Villa,Solapur,tier3,13,2343000
3033,1647,5,1,1,16,Villa,Ludhiana,tier3,6,5504000
3034,276,1,1,1,22,Apartment,Thiruvananthapuram,tier3,10,1232000
3035,2169,2,1,1,0,Independent House,Meerut,tier3,14,4352000
3036,834,1,1,0,23,Penthouse,Lucknow,tier2,8,3551000
3037,1668,3,3,2,27,Penthouse,Madurai,tier3,1,5013000
3038,857,3,2,1,23,Penthouse,Bhopal,tier2,2,5187000
3039,1562,2,1,1,7,Independent House,Rajkot,tier3,3,4073000
3040,1894,5,2,1,0,Villa,Jalandhar,tier3,14,5147000
3041,735,4,2,2,4,Apartment,Pimpri-Chinchwad,tier2,5,4799000
3042,2055,3,3,1,2,Independent House,Thane,tier2,25,6602000
3043,1700,2,1,1,17,Independent House,Vadodara,tier2,26,5538000
3044,2268,3,2,1,26,Villa,Chandigarh,tier3,7,5436000
3045,1639,1,1,2,8,Penthouse,Moradabad,tier3,22,2900000
3046,1801,1,1,2,19,Penthouse,Tiruchirappalli,tier3,1,4338000
3047,488,4,1,1,14,Studio,Ghaziabad,tier3,8,2539000
3048,1683,2,2,0,21,Penthouse,Lucknow,tier2,17,6534000
3049,626,1,1,1,29,Penthouse,Ludhiana,tier3,21,1392000
3050,1599,2,2,1,22,Penthouse,Hubli-Dharwad,tier3,2,4918000
3051,708,4,1,2,5,Villa,Madurai,tier3,9,3566000
3052,979,1,1,1,0,Villa,Mumbai,tier1,4,7016000
3053,235,1,1,1,5,Independent House,Guwahati,tier3,14,1014000
3054,550,1,1,1,16,Penthouse,Agra,tier3,18,1526000
3055,874,2,2,1,2,Independent House,Hubli-Dharwad,tier3,17,2046000
3056,904,2,1,1,13,Villa,Visakhapatnam,tier2,5,3829000
3057,888,3,2,1,14,Apartment,Lucknow,tier2,4,5102000
3058,770,3,2,2,0,Independent House,Vadodara,tier2,17,3358000
3059,1501,3,3,0,3,Apartment,Chandigarh,tier3,5,4476000
3060,200,1,1,1,0,Villa,Kolkata,tier1,8,2126000
3061,853,2,1,1,21,Apartment,Salem,tier3,7,2518000
3062,1609,3,1,2,0,Independent House,Jalandhar,tier3,13,4715000
3063,926,2,2,2,17,Independent House,Warangal,tier3,9,3298000
3064,1303,3,2,2,20,Studio,Patna,tier2,8,7248000
3065,873,2,2,1,17,Independent House,Lucknow,tier2,5,4640000
3066,1088,4,2,1,0,Independent House,Madurai,tier3,22,2520000
3067,1832,1,1,1,11,Independent House,Vadodara,tier2,1,7655000
3068,248,2,2,2,17,Villa,Chandigarh,tier3,6,1764000
3069,458,4,2,0,0,Apartment,Guwahati,tier3,15,2465000
3070,1175,2,2,2,26,Apartment,Vadodara,tier2,10,5182000
3071,1868,2,2,1,0,Independent House,Lucknow,tier2,3,10194000
3072,992,4,3,0,21,Studio,Kolkata,tier1,23,4991000
3073,1214,2,2,1,0,Villa,Vadodara,tier2,10,4418000
3074,1140,2,1,1,17,Studio,Faridabad,tier3,7,3381000
3075,2664,2,1,1,3,Penthouse,Guwahati,tier3,6,5749000
3076,1414,5,1,1,30,Apartment,Warangal,tier3,5,5408000
3077,2467,2,2,0,0,Penthouse,Indore,tier2,12,9703000
3078,1117,2,1,1,0,Independent House,Bareilly,tier3,12,3407000
3079,490,4,2,1,20,Penthouse,Kota,tier3,11,2622000
3080,670,2,2,2,13,Apartment,Faridabad,tier3,1,2888000
3081,628,3,2,1,2,Studio,Mumbai,tier1,11,5736000
3082,420,4,1,1,24,Studio,Vasai-Virar,tier3,9,2725000
3083,1432,2,1,1,2,Villa,Kota,tier3,3,4410000
3084,1147,2,2,2,8,Penthouse,Kota,tier3,12,3384000
3085,1630,2,2,1,21,Villa,Bhubaneswar,tier3,9,5082000
3086,2242,1,1,2,8,Apartment,Delhi,tier1,4,16935000
3087,420,2,2,1,10,Penthouse,Indore,tier2,7,2932000
3088,780,3,2,2,22,Penthouse,Bhopal,tier2,0,6174000
3089,1371,3,2,1,20,Villa,Hubli-Dharwad,tier3,16,3201000
3090,1466,4,1,1,19,Apartment,Kanpur,tier2,4,7289000
3091,1310,2,1,0,22,Studio,Pimpri-Chinchwad,tier2,13,5064000
3092,1381,2,1,1,4,Villa,Nagpur,tier2,37,2996000
3093,528,4,2,1,27,Penthouse,Visakhapatnam,tier2,21,2587000
3094,1285,5,2,1,5,Independent House,Nagpur,tier2,18,5418000
3095,1122,3,2,1,10,Penthouse,Delhi,tier1,13,7838000
3096,1122,5,2,1,26,Studio,Ahmedabad,tier1,6,9895000
3097,2383,2,1,1,0,Independent House,Madurai,tier3,13,5821000
3098,1870,3,2,1,0,Independent House,Varanasi,tier3,14,5602000
3099,1615,3,2,1,10,Penthouse,Kanpur,tier2,5,8113000
3100,774,1,1,1,23,Villa,Bareilly,tier3,8,2153000
3101,927,2,1,2,30,Villa,Bhopal,tier2,2,5510000
3102,575,2,1,1,15,Penthouse,Mumbai,tier1,15,3367000
3103,1536,3,2,0,12,Independent House,Vasai-Virar,tier3,17,2946000
3104,639,3,2,1,6,Apartment,Srinagar,tier3,8,2619000
3105,1920,2,1,1,7,Villa,Kolkata,tier1,2,16039000
3106,1419,5,1,1,0,Independent House,Bhubaneswar,tier3,0,4805000
3107,1312,3,2,0,15,Penthouse,Bhubaneswar,tier3,4,4049000
3108,957,4,2,2,18,Independent House,Vadodara,tier2,18,3887000
3109,2074,2,2,0,30,Apartment,Rajkot,tier3,10,5157000
3110,1348,2,2,1,29,Villa,Raipur,tier3,13,3399000
3111,200,3,2,2,15,Villa,Hubli-Dharwad,tier3,5,1804000
3112,1060,3,2,1,20,Penthouse,Bhopal,tier2,3,6483000
3113,200,4,3,2,2,Apartment,Thiruvananthapuram,tier3,1,2702000
3114,1271,4,2,0,23,Penthouse,Moradabad,tier3,19,3099000
3115,1722,2,2,1,25,Apartment,Bhubaneswar,tier3,14,5019000
3116,340,3,2,1,5,Independent House,Lucknow,tier2,18,2447000
3117,1250,2,1,1,15,Villa,Meerut,tier3,10,3360000
3118,1397,2,1,1,0,Apartment,Jaipur,tier2,1,6736000
3119,255,2,2,1,26,Apartment,Srinagar,tier3,4,1536000
3120,1611,2,2,0,18,Studio,Indore,tier2,17,5135000
3121,834,2,2,1,8,Penthouse,Jodhpur,tier3,10,2618000
3122,371,4,2,0,0,Studio,Hubli-Dharwad,tier3,14,2337000
3123,1508,2,1,1,11,Villa,Jalandhar,tier3,0,4177000
3124,754,3,2,1,2,Penthouse,Agra,tier3,3,4021000
3125,1278,2,2,1,7,Studio,Dhanbad,tier3,9,3120000
3126,1204,3,2,1,20,Studio,Thane,tier2,10,6543000
3127,398,2,1,0,26,Independent House,Patna,tier2,10,2364000
3128,1617,3,2,1,28,Independent House,Tiruchirappalli,tier3,10,4252000
3129,648,3,2,1,1,Apartment,Kota,tier3,6,2519000
3130,1856,4,2,1,19,Apartment,Bangalore,tier1,19,11348000
3131,697,3,2,1,25,Penthouse,Mumbai,tier1,5,6864000
3132,1469,3,2,2,15,Studio,Jaipur,tier2,11,6160000
3133,1397,2,2,1,13,Apartment,Thiruvananthapuram,tier3,7,4079000
3134,1485,2,2,1,21,Penthouse,Nagpur,tier2,6,5757000
3135,1137,2,2,1,21,Apartment,Bhubaneswar,tier3,19,2767000
3136,335,3,2,1,20,Villa,Mumbai,tier1,9,4063000
3137,2039,3,1,1,14,Villa,Jalandhar,tier3,17,4375000
3138,1843,2,1,1,28,Penthouse,Mumbai,tier1,10,13512000
3139,1611,2,2,1,0,Villa,Rajkot,tier3,3,4814000
3140,1797,2,1,1,1,Villa,Chennai,tier1,7,11844000
3141,626,2,2,1,2,Studio,Bangalore,tier1,18,4578000
3142,2420,2,1,1,30,Villa,Mumbai,tier1,15,16938000
3143,1557,4,2,1,29,Independent House,Tiruchirappalli,tier3,5,5929000
3144,1845,4,2,1,9,Studio,Pimpri-Chinchwad,tier2,12,7617000
3145,1736,2,1,1,19,Independent House,Bangalore,tier1,19,8684000
3146,845,2,2,1,5,Independent House,Ahmedabad,tier1,18,5391000
3147,2269,2,1,2,13,Independent House,Kanpur,tier2,35,4330000
3148,1434,2,1,1,0,Studio,Meerut,tier3,10,3623000
3149,1249,3,2,1,0,Independent House,Vasai-Virar,tier3,5,3826000
3150,1969,2,2,1,19,Apartment,Madurai,tier3,12,5215000
3151,956,2,2,1,14,Studio,Warangal,tier3,10,3282000
3152,1063,2,2,1,20,Independent House,Patna,tier2,2,5775000
3153,726,2,1,1,0,Apartment,Madurai,tier3,29,1391000
3154,992,3,2,1,0,Villa,Kanpur,tier2,19,3770000
3155,641,3,1,1,19,Studio,Indore,tier2,5,3602000
3156,376,2,2,1,22,Apartment,Vadodara,tier2,3,3246000
3157,1412,3,2,1,29,Independent House,Ghaziabad,tier3,35,2021000
3158,886,4,1,1,28,Apartment,Tiruchirappalli,tier3,1,3678000
3159,1272,2,1,0,10,Villa,Jalandhar,tier3,26,2303000
3160,540,2,2,1,27,Independent House,Warangal,tier3,9,1793000
3161,434,4,2,1,17,Penthouse,Lucknow,tier2,19,2798000
3162,1182,1,1,1,25,Studio,Kalyan-Dombivli,tier3,23,2556000
3163,950,3,2,1,16,Villa,Bhopal,tier2,23,4108000
3164,892,2,1,2,0,Villa,Srinagar,tier3,16,2930000
3165,881,2,1,1,6,Penthouse,Rajkot,tier3,20,2430000
3166,1161,5,2,1,30,Apartment,Rajkot,tier3,17,3983000
3167,825,3,3,1,5,Independent House,Bhopal,tier2,13,4542000
3168,200,2,2,1,28,Apartment,Agra,tier3,24,1002000
3169,1246,2,1,2,3,Apartment,Thiruvananthapuram,tier3,1,4381000
3170,1566,5,2,2,17,Studio,Kolkata,tier1,16,10863000
3171,1662,2,2,0,22,Studio,Moradabad,tier3,10,4142000
3172,1536,4,2,1,12,Villa,Mysore,tier3,18,4253000
3173,1231,3,1,2,13,Studio,Vasai-Virar,tier3,16,3124000
3174,1505,2,2,1,11,Independent House,Bhubaneswar,tier3,5,4430000
3175,887,2,1,2,26,Independent House,Ludhiana,tier3,0,2982000
3176,1116,3,2,2,19,Villa,Nagpur,tier2,25,4818000
3177,1617,2,2,2,15,Apartment,Lucknow,tier2,7,8076000
3178,1105,2,1,2,6,Villa,Thane,tier2,27,3398000
3179,1318,2,1,1,11,Penthouse,Nagpur,tier2,27,3554000
3180,483,3,2,0,9,Apartment,Kalyan-Dombivli,tier3,20,1603000
3181,358,1,1,1,12,Independent House,Vasai-Virar,tier3,17,1168000
3182,1162,3,2,1,26,Independent House,Chennai,tier1,7,8075000
3183,937,1,1,1,12,Penthouse,Jaipur,tier2,5,4608000
3184,1059,3,1,1,29,Independent House,Jalandhar,tier3,27,2173000
3185,1183,1,1,2,3,Villa,Kalyan-Dombivli,tier3,12,3278000
3186,1642,4,2,1,18,Penthouse,Chennai,tier1,10,13117000
3187,539,2,1,1,2,Villa,Solapur,tier3,12,1869000
3188,2477,3,2,1,4,Penthouse,Nashik,tier3,4,6958000
3189,1622,3,2,1,10,Apartment,Tiruchirappalli,tier3,23,3285000
3190,486,3,1,2,24,Penthouse,Jalandhar,tier3,39,1319000
3191,1655,2,1,0,16,Villa,Thiruvananthapuram,tier3,4,4985000
3192,581,3,1,0,21,Studio,Kanpur,tier2,11,2899000
3193,2028,2,2,2,27,Villa,Mumbai,tier1,22,11204000
3194,2238,2,2,1,2,Studio,Dhanbad,tier3,22,4381000
3195,2479,3,3,2,19,Penthouse,Bhubaneswar,tier3,13,5868000
3196,1647,4,2,0,25,Studio,Raipur,tier3,30,2608000
3197,1054,1,1,2,28,Villa,Kalyan-Dombivli,tier3,13,2526000
3198,2594,2,2,1,0,Independent House,Ludhiana,tier3,15,6215000
3199,377,3,2,1,19,Villa,Indore,tier2,11,2564000
3200,748,2,1,1,5,Independent House,Nagpur,tier2,0,3386000
3201,200,5,2,1,23,Independent House,Kota,tier3,8,2495000
3202,2134,4,2,1,7,Villa,Nagpur,tier2,4,9953000
3203,1692,5,1,2,12,Studio,Salem,tier3,5,5273000
3204,1312,2,2,1,29,Independent House,Thiruvananthapuram,tier3,7,3299000
3205,739,3,2,2,25,Independent House,Solapur,tier3,4,3378000
3206,2072,2,1,1,2,Studio,Nagpur,tier2,44,3950000
3207,714,2,2,1,0,Independent House,Pimpri-Chinchwad,tier2,12,3049000
3208,1846,3,1,1,24,Independent House,Moradabad,tier3,5,5563000
3209,1024,1,1,1,28,Apartment,Thane,tier2,4,4497000
3210,950,2,2,1,18,Penthouse,Jalandhar,tier3,11,3006000
3211,1423,3,1,1,26,Studio,Raipur,tier3,7,4052000
3212,2488,3,1,1,23,Studio,Guwahati,tier3,15,5231000
3213,925,3,2,0,1,Apartment,Visakhapatnam,tier2,13,3503000
3214,1089,3,2,2,2,Apartment,Lucknow,tier2,8,5605000
3215,2706,4,2,1,12,Penthouse,Jalandhar,tier3,3,8527000
3216,1034,3,1,0,24,Penthouse,Ghaziabad,tier3,26,1902000
3217,1223,3,2,0,11,Apartment,Lucknow,tier2,24,4069000
3218,1387,5,2,1,7,Independent House,Srinagar,tier3,2,6277000
3219,1502,3,2,1,22,Independent House,Dhanbad,tier3,3,5413000
3220,753,2,1,1,1,Apartment,Madurai,tier3,8,2810000
3221,1883,2,1,1,30,Villa,Dhanbad,tier3,12,3580000
3222,1345,3,1,2,19,Studio,Srinagar,tier3,1,5273000
3223,1651,5,2,1,28,Villa,Warangal,tier3,7,6131000
3224,748,4,1,1,26,Studio,Chandigarh,tier3,16,2446000
3225,1003,2,1,0,1,Villa,Srinagar,tier3,10,2747000
3226,1162,3,2,1,16,Apartment,Kalyan-Dombivli,tier3,12,3241000
3227,1113,2,1,1,26,Penthouse,Madurai,tier3,17,3001000
3228,441,3,2,1,26,Apartment,Mumbai,tier1,19,3413000
3229,206,2,2,2,1,Apartment,Hubli-Dharwad,tier3,1,1773000
3230,651,1,1,1,25,Independent House,Vadodara,tier2,10,3484000
3231,1621,2,1,0,0,Studio,Pimpri-Chinchwad,tier2,0,6995000
3232,1124,2,1,1,24,Apartment,Hubli-Dharwad,tier3,10,2910000
3233,292,3,1,1,24,Villa,Meerut,tier3,19,1627000
3234,200,2,2,1,13,Apartment,Pimpri-Chinchwad,tier2,5,1683000
3235,1383,2,2,0,14,Penthouse,Pimpri-Chinchwad,tier2,26,4079000
3236,232,2,2,1,27,Penthouse,Jodhpur,tier3,6,1706000
3237,1536,3,2,2,3,Independent House,Kalyan-Dombivli,tier3,5,4691000
3238,909,4,2,1,20,Villa,Surat,tier2,20,3163000
3239,719,4,1,1,16,Apartment,Chandigarh,tier3,26,1938000
3240,1591,3,2,0,9,Penthouse,Pimpri-Chinchwad,tier2,7,7334000
3241,572,4,1,1,30,Penthouse,Pimpri-Chinchwad,tier2,19,3415000
3242,1646,2,2,1,12,Penthouse,Ludhiana,tier3,2,4591000
3243,1124,3,1,1,11,Studio,Delhi,tier1,9,9660000
3244,200,3,1,1,11,Studio,Guwahati,tier3,13,1385000
3245,2094,3,1,2,4,Apartment,Madurai,tier3,17,5935000
3246,781,1,1,1,4,Villa,Salem,tier3,8,1971000
3247,1924,3,2,1,15,Studio,Mumbai,tier1,5,16401000
3248,1479,5,2,0,0,Apartment,Thane,tier2,5,7666000
3249,545,3,1,1,0,Studio,Thane,tier2,11,3112000
3250,558,5,2,2,17,Villa,Rajkot,tier3,15,3084000
3251,1140,1,1,1,29,Penthouse,Ahmedabad,tier1,24,6119000
3252,1328,3,2,1,0,Studio,Vasai-Virar,tier3,11,4318000
3253,691,4,2,2,24,Studio,Jalandhar,tier3,8,2977000
3254,623,4,3,1,15,Independent House,Faridabad,tier3,19,2615000
3255,1295,3,1,1,1,Villa,Agra,tier3,28,2072000
3256,421,3,1,1,11,Apartment,Salem,tier3,17,2070000
3257,610,4,1,1,30,Independent House,Ahmedabad,tier1,4,6611000
3258,1482,5,1,1,0,Villa,Thane,tier2,5,7278000
3259,1719,2,2,1,4,Penthouse,Agra,tier3,16,3462000
3260,272,3,1,0,0,Apartment,Faridabad,tier3,4,1853000
3261,1472,3,1,2,29,Penthouse,Mumbai,tier1,9,10869000
3262,1483,4,1,0,22,Apartment,Ahmedabad,tier1,10,10785000
3263,2175,4,2,1,1,Independent House,Pune,tier1,18,15169000
3264,1341,3,2,1,0,Penthouse,Ahmedabad,tier1,6,10779000
3265,672,2,2,1,24,Apartment,Thiruvananthapuram,tier3,7,2641000
3266,1915,3,1,1,24,Apartment,Madurai,tier3,0,5222000
3267,596,2,1,2,26,Penthouse,Vadodara,tier2,13,3200000
3268,725,2,2,2,30,Penthouse,Dhanbad,tier3,13,2222000
3269,612,3,1,2,21,Penthouse,Hubli-Dharwad,tier3,14,2431000
3270,1591,5,1,1,25,Independent House,Kota,tier3,2,6916000
3271,1193,4,1,1,11,Penthouse,Nagpur,tier2,2,6664000
3272,648,2,1,1,6,Independent House,Vasai-Virar,tier3,4,2570000
3273,1823,4,2,2,3,Penthouse,Kalyan-Dombivli,tier3,17,4993000
3274,2309,3,3,1,14,Studio,Thane,tier2,6,11051000
3275,1973,3,2,1,3,Apartment,Pune,tier1,20,10338000
3276,1107,4,2,0,14,Independent House,Kolkata,tier1,14,6402000
3277,947,4,1,1,8,Independent House,Nagpur,tier2,13,4737000
3278,2493,3,2,1,1,Independent House,Bhubaneswar,tier3,10,7278000
3279,876,1,1,1,19,Villa,Kota,tier3,4,2526000
3280,1329,1,1,2,17,Penthouse,Mumbai,tier1,3,10425000
3281,1185,2,2,1,0,Apartment,Bareilly,tier3,13,2771000
3282,1586,1,1,0,30,Villa,Mumbai,tier1,27,6448000
3283,1049,5,2,1,16,Apartment,Lucknow,tier2,19,4226000
3284,1985,2,2,1,0,Studio,Srinagar,tier3,13,4802000
3285,1585,2,1,2,0,Villa,Bareilly,tier3,26,3116000
3286,1483,2,2,1,29,Penthouse,Bangalore,tier1,13,7963000
3287,911,5,2,2,3,Villa,Faridabad,tier3,13,3515000
3288,1065,1,1,1,16,Villa,Patna,tier2,9,3966000
3289,1110,2,2,2,14,Studio,Pimpri-Chinchwad,tier2,17,4233000
3290,1313,4,2,1,27,Studio,Jalandhar,tier3,14,4557000
3291,939,2,2,1,16,Independent House,Ghaziabad,tier3,14,2223000
3292,1598,2,1,1,0,Villa,Jaipur,tier2,20,5106000
3293,1848,3,1,1,5,Independent House,Kalyan-Dombivli,tier3,1,4856000
3294,578,2,1,1,21,Villa,Bhopal,tier2,2,3805000
3295,521,4,1,1,1,Penthouse,Solapur,tier3,12,2061000
3296,1456,2,1,2,0,Apartment,Vadodara,tier2,10,5509000
3297,1523,2,2,2,7,Apartment,Pimpri-Chinchwad,tier2,16,6939000
3298,1686,3,1,1,4,Villa,Dhanbad,tier3,24,2680000
3299,1448,2,1,1,4,Apartment,Bareilly,tier3,36,1733000
3300,282,2,2,1,17,Villa,Visakhapatnam,tier2,20,1727000
3301,1272,3,1,0,9,Penthouse,Mysore,tier3,21,2391000
3302,200,5,2,1,2,Studio,Jalandhar,tier3,6,2790000
3303,1833,2,2,2,2,Studio,Jalandhar,tier3,19,3759000
3304,318,2,2,1,0,Apartment,Thiruvananthapuram,tier3,23,1223000
3305,1549,2,2,1,26,Apartment,Surat,tier2,18,4662000
3306,1109,4,1,1,1,Villa,Kota,tier3,18,3124000
3307,713,2,2,2,8,Villa,Agra,tier3,9,3026000
3308,1354,4,2,1,6,Apartment,Meerut,tier3,2,5049000
3309,819,4,2,2,23,Penthouse,Jalandhar,tier3,5,3748000
3310,1842,2,1,1,21,Villa,Mysore,tier3,19,3039000
3311,1711,2,2,2,30,Independent House,Bareilly,tier3,4,5559000
3312,2292,3,3,1,25,Apartment,Madurai,tier3,9,5962000
3313,1127,5,2,1,17,Penthouse,Rajkot,tier3,11,4715000
3314,297,2,2,1,23,Apartment,Vadodara,tier2,10,2491000
3315,797,4,2,1,12,Penthouse,Vadodara,tier2,6,4686000
3316,385,3,2,1,0,Independent House,Ghaziabad,tier3,22,1656000
3317,628,3,1,0,24,Studio,Thiruvananthapuram,tier3,15,1751000
3318,1300,3,1,1,28,Villa,Indore,tier2,18,5448000
3319,1274,2,1,1,0,Studio,Visakhapatnam,tier2,5,6702000
3320,856,1,1,2,28,Penthouse,Thane,tier2,3,4182000
3321,944,2,2,1,25,Studio,Pimpri-Chinchwad,tier2,21,3338000
3322,965,3,3,1,15,Independent House,Agra,tier3,7,3839000
3323,1927,1,1,2,29,Apartment,Kolkata,tier1,17,9649000
3324,1164,1,1,1,7,Studio,Mumbai,tier1,16,6550000
3325,1381,2,2,1,28,Studio,Bhubaneswar,tier3,10,4179000
3326,1641,2,2,1,19,Villa,Moradabad,tier3,0,6061000
3327,1382,3,2,1,2,Apartment,Chandigarh,tier3,13,3899000
3328,2598,3,2,1,23,Apartment,Aligarh,tier3,22,5416000
3329,848,2,1,1,22,Villa,Chennai,tier1,20,5679000
3330,1067,2,2,2,7,Independent House,Nashik,tier3,7,3502000
3331,1348,2,2,1,28,Independent House,Vasai-Virar,tier3,17,2722000
3332,877,2,1,2,8,Independent House,Visakhapatnam,tier2,15,3692000
3333,2406,1,1,0,3,Villa,Visakhapatnam,tier2,18,6736000
3334,1586,2,1,1,9,Villa,Guwahati,tier3,6,5216000
3335,200,3,2,1,0,Studio,Madurai,tier3,8,2032000
3336,276,2,1,1,0,Penthouse,Rajkot,tier3,17,1522000
3337,1479,3,2,1,19,Independent House,Faridabad,tier3,24,3027000
3338,2579,5,2,1,25,Apartment,Solapur,tier3,17,5353000
3339,1870,3,2,1,1,Studio,Kanpur,tier2,16,7003000
3340,1711,5,1,1,25,Studio,Thane,tier2,13,6435000
3341,1079,2,2,2,5,Villa,Indore,tier2,17,4205000
3342,779,3,1,1,16,Apartment,Faridabad,tier3,1,2993000
3343,1005,2,2,1,0,Apartment,Pimpri-Chinchwad,tier2,36,2635000
3344,1478,2,2,0,22,Studio,Lucknow,tier2,17,4791000
3345,2308,2,2,1,0,Penthouse,Nagpur,tier2,13,7602000
3346,1449,2,1,2,7,Studio,Surat,tier2,19,4391000
3347,224,3,1,1,12,Independent House,Varanasi,tier3,5,2018000
3348,2795,3,1,1,12,Studio,Dhanbad,tier3,12,6610000
3349,1093,2,2,2,0,Studio,Nashik,tier3,11,3119000
3350,990,2,2,1,5,Apartment,Kalyan-Dombivli,tier3,11,3429000
3351,1964,2,2,1,8,Villa,Bareilly,tier3,0,6094000
3352,455,3,2,1,29,Independent House,Mysore,tier3,5,2320000
3353,1472,3,1,0,25,Penthouse,Jaipur,tier2,7,6713000
3354,1092,2,1,2,9,Apartment,Dhanbad,tier3,5,4093000
3355,911,5,1,1,19,Independent House,Mysore,tier3,7,3352000
3356,747,2,1,1,23,Penthouse,Delhi,tier1,7,6345000
3357,287,3,2,1,8,Studio,Patna,tier2,30,1308000
3358,1116,3,1,1,7,Apartment,Mysore,tier3,8,4305000
3359,1215,2,1,1,12,Studio,Varanasi,tier3,7,3786000
3360,1629,2,2,1,12,Villa,Faridabad,tier3,3,5486000
3361,1771,4,2,1,21,Apartment,Bareilly,tier3,4,6118000
3362,670,5,1,1,9,Apartment,Ludhiana,tier3,7,3791000
3363,977,3,2,0,28,Apartment,Chandigarh,tier3,4,3121000
3364,1103,1,1,1,15,Penthouse,Dhanbad,tier3,4,3454000
3365,472,1,1,1,4,Apartment,Jalandhar,tier3,1,2151000
3366,1754,2,2,1,25,Penthouse,Hubli-Dharwad,tier3,4,5364000
3367,2389,2,1,1,4,Studio,Kolkata,tier1,20,13936000
3368,2027,3,2,0,27,Villa,Madurai,tier3,6,5037000
3369,1801,2,2,1,22,Penthouse,Bangalore,tier1,19,10535000
3370,1233,2,2,1,18,Villa,Bangalore,tier1,1,11505000
3371,920,2,1,2,9,Studio,Dhanbad,tier3,14,2398000
3372,356,2,2,1,0,Villa,Kanpur,tier2,17,2032000
3373,1137,3,1,1,2,Studio,Varanasi,tier3,9,3206000
3374,892,2,2,1,25,Studio,Thane,tier2,11,4218000
3375,1828,1,1,1,3,Villa,Salem,tier3,24,2639000
3376,1073,4,1,1,27,Villa,Ghaziabad,tier3,6,3153000
3377,200,4,2,1,22,Studio,Chennai,tier1,18,2661000
3378,1520,5,3,1,27,Independent House,Bangalore,tier1,7,12107000
3379,1409,5,2,1,21,Penthouse,Hubli-Dharwad,tier3,4,4873000
3380,1365,2,2,1,0,Independent House,Guwahati,tier3,11,3834000
3381,1983,3,3,1,0,Villa,Chandigarh,tier3,5,5198000
3382,393,3,2,2,2,Villa,Thiruvananthapuram,tier3,4,2743000
3383,485,2,1,2,9,Independent House,Kalyan-Dombivli,tier3,10,1893000
3384,1269,1,1,1,29,Studio,Thane,tier2,7,6197000
3385,1853,5,1,1,21,Studio,Patna,tier2,1,10253000
3386,1385,5,3,1,15,Penthouse,Bhubaneswar,tier3,2,4985000
3387,386,2,2,1,19,Villa,Solapur,tier3,2,2321000
3388,1493,4,2,2,14,Studio,Rajkot,tier3,7,5987000
3389,524,3,3,1,2,Penthouse,Ludhiana,tier3,11,2221000
3390,588,3,1,1,20,Apartment,Chandigarh,tier3,16,1755000
3391,1266,3,2,1,27,Penthouse,Chandigarh,tier3,7,4511000
3392,1676,1,1,1,15,Studio,Warangal,tier3,38,1767000
3393,996,2,2,1,22,Apartment,Srinagar,tier3,5,3036000
3394,1498,4,2,2,10,Villa,Rajkot,tier3,8,4614000
3395,1154,2,1,1,18,Apartment,Varanasi,tier3,15,3098000
3396,1715,2,1,1,15,Studio,Solapur,tier3,6,4083000
3397,712,3,1,1,10,Studio,Nagpur,tier2,29,1929000
3398,876,2,2,1,8,Penthouse,Ludhiana,tier3,14,2502000
3399,200,3,2,1,19,Apartment,Ghaziabad,tier3,23,1389000
3400,1306,1,1,1,0,Villa,Varanasi,tier3,13,2740000
3401,1435,2,1,1,28,Studio,Ahmedabad,tier1,6,12197000
3402,1473,2,2,2,30,Villa,Ghaziabad,tier3,30,2274000
3403,1102,3,2,1,3,Apartment,Indore,tier2,6,5541000
3404,873,2,2,2,15,Apartment,Pune,tier1,1,6849000
3405,1511,4,3,1,23,Independent House,Bhubaneswar,tier3,8,5634000
3406,1438,3,2,1,5,Independent House,Indore,tier2,7,5445000
3407,1269,2,2,0,0,Penthouse,Jaipur,tier2,11,4709000
3408,1342,2,2,1,18,Studio,Raipur,tier3,14,3195000
3409,915,2,2,1,3,Independent House,Mumbai,tier1,18,5250000
3410,395,3,2,1,11,Studio,Mumbai,tier1,9,4125000
3411,1737,2,2,2,20,Villa,Mysore,tier3,14,3575000
3412,1378,1,1,2,28,Independent House,Guwahati,tier3,20,3009000
3413,1039,2,2,2,19,Studio,Ahmedabad,tier1,13,6716000
3414,1346,4,1,1,22,Apartment,Visakhapatnam,tier2,26,4731000
3415,1807,3,3,1,16,Villa,Kolkata,tier1,9,14172000
3416,1293,2,2,1,20,Independent House,Nashik,tier3,10,3122000
3417,1309,2,2,1,12,Penthouse,Jodhpur,tier3,14,3147000
3418,281,3,3,1,19,Penthouse,Surat,tier2,20,1975000
3419,200,1,1,2,0,Independent House,Meerut,tier3,4,1104000
3420,206,3,3,1,24,Villa,Thiruvananthapuram,tier3,0,2238000
